YR,DOY,HR,Date,AT-1m,P (cm)
2009,313,1800,11/9/09,-41.45,0
2009,313,1900,11/9/09,-41.49,0
2009,313,2000,11/9/09,-41.61,0
2009,313,2100,11/9/09,-41.59,0
2009,313,2200,11/9/09,-41.52,0
2009,313,2300,11/9/09,-41.5,0
2009,313,2400,11/9/09,-41.5,0
2009,314,100,11/10/09,-41.45,0
2009,314,200,11/10/09,-41.49,0
2009,314,300,11/10/09,-41.61,0
2009,314,400,11/10/09,-41.79,0
2009,314,500,11/10/09,-41.95,0
2009,314,600,11/10/09,-42.03,0
2009,314,700,11/10/09,-42.1,0
2009,314,800,11/10/09,-42.17,0
2009,314,900,11/10/09,-42.24,0
2009,314,1000,11/10/09,-42.15,0
2009,314,1100,11/10/09,-42.07,0
2009,314,1200,11/10/09,-41.95,0
2009,314,1300,11/10/09,-41.86,0
2009,314,1400,11/10/09,-41.74,0
2009,314,1500,11/10/09,-41.76,0
2009,314,1600,11/10/09,-41.78,0
2009,314,1700,11/10/09,-41.93,0
2009,314,1800,11/10/09,-42.29,0
2009,314,1900,11/10/09,-42.6,0
2009,314,2000,11/10/09,-42.77,0
2009,314,2100,11/10/09,-42.86,0
2009,314,2200,11/10/09,-42.92,0
2009,314,2300,11/10/09,-42.94,0
2009,314,2400,11/10/09,-42.84,0
2009,315,100,11/11/09,-42.8,0
2009,315,200,11/11/09,-42.8,0
2009,315,300,11/11/09,-42.91,0
2009,315,400,11/11/09,-42.84,0
2009,315,500,11/11/09,-42.7,0
2009,315,600,11/11/09,-42.56,0
2009,315,700,11/11/09,-42.43,0
2009,315,800,11/11/09,-42.5,0
2009,315,900,11/11/09,-42.53,0
2009,315,1000,11/11/09,-42.48,0
2009,315,1100,11/11/09,-42.31,0
2009,315,1200,11/11/09,-42,0
2009,315,1300,11/11/09,-41.14,0
2009,315,1400,11/11/09,-40.89,0
2009,315,1500,11/11/09,-40.99,0
2009,315,1600,11/11/09,-40.72,0
2009,315,1700,11/11/09,-40.36,0
2009,315,1800,11/11/09,-39.91,0
2009,315,1900,11/11/09,-39.74,0
2009,315,2000,11/11/09,-39.47,0
2009,315,2100,11/11/09,-39.18,0
2009,315,2200,11/11/09,-39.22,0
2009,315,2300,11/11/09,-39.04,0
2009,315,2400,11/11/09,-38.82,0
2009,316,100,11/12/09,-38.72,0
2009,316,200,11/12/09,-38.55,0
2009,316,300,11/12/09,-38.5,0
2009,316,400,11/12/09,-38.55,0
2009,316,500,11/12/09,-38.67,0
2009,316,600,11/12/09,-38.86,0
2009,316,700,11/12/09,-39.06,0
2009,316,800,11/12/09,-39.27,0
2009,316,900,11/12/09,-39.52,0
2009,316,1000,11/12/09,-39.74,0
2009,316,1100,11/12/09,-39.9,0
2009,316,1200,11/12/09,-39.83,0
2009,316,1300,11/12/09,-39.49,0
2009,316,1400,11/12/09,-39.44,0
2009,316,1500,11/12/09,-40.02,0
2009,316,1600,11/12/09,-40.46,0
2009,316,1700,11/12/09,-40.8,0
2009,316,1800,11/12/09,-41.09,0
2009,316,1900,11/12/09,-41.26,0
2009,316,2000,11/12/09,-41.3,0
2009,316,2100,11/12/09,-41.35,0
2009,316,2200,11/12/09,-41.42,0
2009,316,2300,11/12/09,-41.64,0
2009,316,2400,11/12/09,-41.91,0
2009,317,100,11/13/09,-42.14,0
2009,317,200,11/13/09,-42.29,0
2009,317,300,11/13/09,-42.53,0
2009,317,400,11/13/09,-42.65,0
2009,317,500,11/13/09,-42.67,0
2009,317,600,11/13/09,-42.82,0
2009,317,700,11/13/09,-42.77,0
2009,317,800,11/13/09,-42.84,0
2009,317,900,11/13/09,-42.98,0
2009,317,1000,11/13/09,-43.06,0
2009,317,1100,11/13/09,-43.08,0
2009,317,1200,11/13/09,-43.03,0
2009,317,1300,11/13/09,-42.96,0
2009,317,1400,11/13/09,-42.99,0
2009,317,1500,11/13/09,-43.11,0
2009,317,1600,11/13/09,-43.2,0
2009,317,1700,11/13/09,-43.21,0
2009,317,1800,11/13/09,-43.32,0
2009,317,1900,11/13/09,-43.4,0
2009,317,2000,11/13/09,-43.52,0
2009,317,2100,11/13/09,-43.81,0
2009,317,2200,11/13/09,-43.9,0
2009,317,2300,11/13/09,-44.05,0
2009,317,2400,11/13/09,-44.16,0
2009,318,100,11/14/09,-44.38,0
2009,318,200,11/14/09,-44.6,0
2009,318,300,11/14/09,-44.76,0
2009,318,400,11/14/09,-44.74,0
2009,318,500,11/14/09,-44.67,0
2009,318,600,11/14/09,-44.76,0
2009,318,700,11/14/09,-44.69,0
2009,318,800,11/14/09,-44.65,0
2009,318,900,11/14/09,-44.71,0
2009,318,1000,11/14/09,-44.77,0
2009,318,1100,11/14/09,-44.74,0
2009,318,1200,11/14/09,-44.82,0
2009,318,1300,11/14/09,-44.86,0
2009,318,1400,11/14/09,-44.76,0
2009,318,1500,11/14/09,-44.82,0
2009,318,1600,11/14/09,-44.75,0
2009,318,1700,11/14/09,-44.93,0
2009,318,1800,11/14/09,-44.94,0
2009,318,1900,11/14/09,-44.93,0
2009,318,2000,11/14/09,-44.93,0
2009,318,2100,11/14/09,-44.93,0
2009,318,2200,11/14/09,-44.98,0
2009,318,2300,11/14/09,-44.94,0
2009,318,2400,11/14/09,-44.82,0
2009,319,100,11/15/09,-44.74,0
2009,319,200,11/15/09,-44.67,0
2009,319,300,11/15/09,-44.6,0
2009,319,400,11/15/09,-44.69,0
2009,319,500,11/15/09,-44.82,0
2009,319,600,11/15/09,-44.81,0
2009,319,700,11/15/09,-44.74,0
2009,319,800,11/15/09,-44.77,0
2009,319,900,11/15/09,-44.74,0
2009,319,1000,11/15/09,-44.72,0
2009,319,1100,11/15/09,-44.82,0
2009,319,1200,11/15/09,-44.75,0
2009,319,1300,11/15/09,-44.67,0
2009,319,1400,11/15/09,-44.65,0
2009,319,1500,11/15/09,-44.55,0
2009,319,1600,11/15/09,-44.52,0
2009,319,1700,11/15/09,-44.52,0
2009,319,1800,11/15/09,-44.62,0
2009,319,1900,11/15/09,-44.65,0
2009,319,2000,11/15/09,-44.75,0
2009,319,2100,11/15/09,-44.84,0
2009,319,2200,11/15/09,-44.75,0
2009,319,2300,11/15/09,-44.67,0
2009,319,2400,11/15/09,-44.6,0
2009,320,100,11/16/09,-44.64,0
2009,320,200,11/16/09,-44.65,0
2009,320,300,11/16/09,-44.65,0
2009,320,400,11/16/09,-44.75,0
2009,320,500,11/16/09,-44.74,0
2009,320,600,11/16/09,-44.67,0
2009,320,700,11/16/09,-44.65,0
2009,320,800,11/16/09,-44.7,0
2009,320,900,11/16/09,-44.82,0
2009,320,1000,11/16/09,-44.81,0
2009,320,1100,11/16/09,-44.79,0
2009,320,1200,11/16/09,-44.84,0
2009,320,1300,11/16/09,-44.75,0
2009,320,1400,11/16/09,-44.57,0
2009,320,1500,11/16/09,-44.57,0
2009,320,1600,11/16/09,-44.58,0
2009,320,1700,11/16/09,-44.69,0
2009,320,1800,11/16/09,-44.62,0
2009,320,1900,11/16/09,-44.53,0
2009,320,2000,11/16/09,-44.57,0
2009,320,2100,11/16/09,-44.58,0
2009,320,2200,11/16/09,-44.48,0
2009,320,2300,11/16/09,-44.45,0
2009,320,2400,11/16/09,-44.55,0
2009,321,100,11/17/09,-44.48,0
2009,321,200,11/17/09,-44.39,0
2009,321,300,11/17/09,-44.38,0
2009,321,400,11/17/09,-44.43,0
2009,321,500,11/17/09,-44.4,0
2009,321,600,11/17/09,-44.33,0
2009,321,700,11/17/09,-44.41,0
2009,321,800,11/17/09,-44.45,0
2009,321,900,11/17/09,-44.45,0
2009,321,1000,11/17/09,-44.55,0
2009,321,1100,11/17/09,-44.53,0
2009,321,1200,11/17/09,-44.46,0
2009,321,1300,11/17/09,-44.09,0
2009,321,1400,11/17/09,-43.76,0
2009,321,1500,11/17/09,-44,0
2009,321,1600,11/17/09,-44.26,0
2009,321,1700,11/17/09,-44.41,0
2009,321,1800,11/17/09,-44.24,0
2009,321,1900,11/17/09,-44.27,0
2009,321,2000,11/17/09,-44.41,0
2009,321,2100,11/17/09,-44.4,0
2009,321,2200,11/17/09,-44.22,0
2009,321,2300,11/17/09,-44.17,0
2009,321,2400,11/17/09,-44.22,0
2009,322,100,11/18/09,-44.29,0
2009,322,200,11/18/09,-44.31,0
2009,322,300,11/18/09,-44.15,0
2009,322,400,11/18/09,-44.05,0
2009,322,500,11/18/09,-43.98,0
2009,322,600,11/18/09,-43.97,0
2009,322,700,11/18/09,-43.97,0
2009,322,800,11/18/09,-43.92,0
2009,322,900,11/18/09,-43.9,0
2009,322,1000,11/18/09,-43.8,0
2009,322,1100,11/18/09,-43.76,0
2009,322,1200,11/18/09,-43.76,0
2009,322,1300,11/18/09,-43.66,0
2009,322,1400,11/18/09,-43.37,0
2009,322,1500,11/18/09,-43.23,0
2009,322,1600,11/18/09,-43.21,0
2009,322,1700,11/18/09,-43.32,0
2009,322,1800,11/18/09,-43.25,0
2009,322,1900,11/18/09,-43.16,0
2009,322,2000,11/18/09,-43.14,0
2009,322,2100,11/18/09,-43.14,0
2009,322,2200,11/18/09,-43.2,0
2009,322,2300,11/18/09,-43.26,0
2009,322,2400,11/18/09,-43.33,0
2009,323,100,11/19/09,-43.4,0
2009,323,200,11/19/09,-43.47,0
2009,323,300,11/19/09,-43.49,0
2009,323,400,11/19/09,-43.54,0
2009,323,500,11/19/09,-43.61,0
2009,323,600,11/19/09,-43.83,0
2009,323,700,11/19/09,-44,0
2009,323,800,11/19/09,-44.14,0
2009,323,900,11/19/09,-44.28,0
2009,323,1000,11/19/09,-44.47,0
2009,323,1100,11/19/09,-44.52,0
2009,323,1200,11/19/09,-44.21,0
2009,323,1300,11/19/09,-43.85,0
2009,323,1400,11/19/09,-43.76,0
2009,323,1500,11/19/09,-43.76,0
2009,323,1600,11/19/09,-43.71,0
2009,323,1700,11/19/09,-43.64,0
2009,323,1800,11/19/09,-43.57,0
2009,323,1900,11/19/09,-43.61,0
2009,323,2000,11/19/09,-43.57,0
2009,323,2100,11/19/09,-43.5,0
2009,323,2200,11/19/09,-43.49,0
2009,323,2300,11/19/09,-43.49,0
2009,323,2400,11/19/09,-43.44,0
2009,324,100,11/20/09,-43.42,0
2009,324,200,11/20/09,-43.42,0
2009,324,300,11/20/09,-43.47,0
2009,324,400,11/20/09,-43.54,0
2009,324,500,11/20/09,-43.71,0
2009,324,600,11/20/09,-43.92,0
2009,324,700,11/20/09,-43.86,0
2009,324,800,11/20/09,-43.73,0
2009,324,900,11/20/09,-43.69,0
2009,324,1000,11/20/09,-43.64,0
2009,324,1100,11/20/09,-43.57,0
2009,324,1200,11/20/09,-43.56,0
2009,324,1300,11/20/09,-43.56,0
2009,324,1400,11/20/09,-43.5,0
2009,324,1500,11/20/09,-43.49,0
2009,324,1600,11/20/09,-43.54,0
2009,324,1700,11/20/09,-43.56,0
2009,324,1800,11/20/09,-43.45,0
2009,324,1900,11/20/09,-43.47,0
2009,324,2000,11/20/09,-43.44,0
2009,324,2100,11/20/09,-43.47,0
2009,324,2200,11/20/09,-43.49,0
2009,324,2300,11/20/09,-43.54,0
2009,324,2400,11/20/09,-43.61,0
2009,325,100,11/21/09,-43.62,0
2009,325,200,11/21/09,-43.68,0
2009,325,300,11/21/09,-43.8,0
2009,325,400,11/21/09,-43.93,0
2009,325,500,11/21/09,-44.07,0
2009,325,600,11/21/09,-44.31,0
2009,325,700,11/21/09,-44.59,0
2009,325,800,11/21/09,-44.76,0
2009,325,900,11/21/09,-44.95,0
2009,325,1000,11/21/09,-45.05,0
2009,325,1100,11/21/09,-45.17,0
2009,325,1200,11/21/09,-45.2,0
2009,325,1300,11/21/09,-45.15,0
2009,325,1400,11/21/09,-44.67,0
2009,325,1500,11/21/09,-44.41,0
2009,325,1600,11/21/09,-44.43,0
2009,325,1700,11/21/09,-44.55,0
2009,325,1800,11/21/09,-44.64,0
2009,325,1900,11/21/09,-44.6,0
2009,325,2000,11/21/09,-44.53,0
2009,325,2100,11/21/09,-44.46,0
2009,325,2200,11/21/09,-44.4,0
2009,325,2300,11/21/09,-44.27,0
2009,325,2400,11/21/09,-44.19,0
2009,326,100,11/22/09,-44.07,0
2009,326,200,11/22/09,-43.98,0
2009,326,300,11/22/09,-43.86,0
2009,326,400,11/22/09,-43.67,0
2009,326,500,11/22/09,-43.47,0
2009,326,600,11/22/09,-43.21,0
2009,326,700,11/22/09,-43.09,0
2009,326,800,11/22/09,-42.97,0
2009,326,900,11/22/09,-42.89,0
2009,326,1000,11/22/09,-42.41,0
2009,326,1100,11/22/09,-42.72,0
2009,326,1200,11/22/09,-41.84,0
2009,326,1300,11/22/09,-41.71,0
2009,326,1400,11/22/09,-41.93,0
2009,326,1500,11/22/09,-42.19,0
2009,326,1600,11/22/09,-42.26,0
2009,326,1700,11/22/09,-42.72,0
2009,326,1800,11/22/09,-42.1,0
2009,326,1900,11/22/09,-41.9,0
2009,326,2000,11/22/09,-41.45,0
2009,326,2100,11/22/09,-41.55,0
2009,326,2200,11/22/09,-41.33,0
2009,326,2300,11/22/09,-41.18,0
2009,326,2400,11/22/09,-41.06,0
2009,327,100,11/23/09,-40.87,0
2009,327,200,11/23/09,-40.56,0
2009,327,300,11/23/09,-40.38,0
2009,327,400,11/23/09,-40.19,0
2009,327,500,11/23/09,-39.88,0
2009,327,600,11/23/09,-39.74,0
2009,327,700,11/23/09,-39.68,0
2009,327,800,11/23/09,-39.66,0
2009,327,900,11/23/09,-39.45,0
2009,327,1000,11/23/09,-39.39,0
2009,327,1100,11/23/09,-39.28,0
2009,327,1200,11/23/09,-39.15,0
2009,327,1300,11/23/09,-39.16,0
2009,327,1400,11/23/09,-39.03,0
2009,327,1500,11/23/09,-38.87,0
2009,327,1600,11/23/09,-38.79,0
2009,327,1700,11/23/09,-38.72,0
2009,327,1800,11/23/09,-38.6,0
2009,327,1900,11/23/09,-38.46,0
2009,327,2000,11/23/09,-38.53,0
2009,327,2100,11/23/09,-38.31,0
2009,327,2200,11/23/09,-38.28,0
2009,327,2300,11/23/09,-38.35,0
2009,327,2400,11/23/09,-38.36,0
2009,328,100,11/24/09,-38.67,0
2009,328,200,11/24/09,-38.26,0
2009,328,300,11/24/09,-38.45,0
2009,328,400,11/24/09,-38.67,0
2009,328,500,11/24/09,-37.73,0
2009,328,600,11/24/09,-38.23,0
2009,328,700,11/24/09,-38.29,0
2009,328,800,11/24/09,-38.58,0
2009,328,900,11/24/09,-38.19,0
2009,328,1000,11/24/09,-38.43,0
2009,328,1100,11/24/09,-38.77,0
2009,328,1200,11/24/09,-38.69,0
2009,328,1300,11/24/09,-38.53,0
2009,328,1400,11/24/09,-38.5,0
2009,328,1500,11/24/09,-38.35,0
2009,328,1600,11/24/09,-38.45,0
2009,328,1700,11/24/09,-38.6,0
2009,328,1800,11/24/09,-38.84,0
2009,328,1900,11/24/09,-38.5,0
2009,328,2000,11/24/09,-38.72,0
2009,328,2100,11/24/09,-38.94,0
2009,328,2200,11/24/09,-39.03,0
2009,328,2300,11/24/09,-39.04,0
2009,328,2400,11/24/09,-39.04,0
2009,329,100,11/25/09,-39.1,0
2009,329,200,11/25/09,-39.27,0
2009,329,300,11/25/09,-39.32,0
2009,329,400,11/25/09,-39.37,0
2009,329,500,11/25/09,-39.59,0
2009,329,600,11/25/09,-39.71,0
2009,329,700,11/25/09,-39.88,0
2009,329,800,11/25/09,-39.93,0
2009,329,900,11/25/09,-40.14,0
2009,329,1000,11/25/09,-40.41,0
2009,329,1100,11/25/09,-40.43,0
2009,329,1200,11/25/09,-40.62,0
2009,329,1300,11/25/09,-40.63,0
2009,329,1400,11/25/09,-40.77,0
2009,329,1500,11/25/09,-40.72,0
2009,329,1600,11/25/09,-40.53,0
2009,329,1700,11/25/09,-40.68,0
2009,329,1800,11/25/09,-40.55,0
2009,329,1900,11/25/09,-40.43,0
2009,329,2000,11/25/09,-40.46,0
2009,329,2100,11/25/09,-40.48,0
2009,329,2200,11/25/09,-40.63,0
2009,329,2300,11/25/09,-40.38,0
2009,329,2400,11/25/09,-40.32,0
2009,330,100,11/26/09,-40.5,0
2009,330,200,11/26/09,-40.29,0
2009,330,300,11/26/09,-40.2,0
2009,330,400,11/26/09,-40.1,0
2009,330,500,11/26/09,-40.07,0
2009,330,600,11/26/09,-40.02,0
2009,330,700,11/26/09,-39.95,0
2009,330,800,11/26/09,-39.98,0
2009,330,900,11/26/09,-40,0
2009,330,1000,11/26/09,-40.15,0
2009,330,1100,11/26/09,-40.2,0
2009,330,1200,11/26/09,-40.26,0
2009,330,1300,11/26/09,-40.27,0
2009,330,1400,11/26/09,-40.07,0
2009,330,1500,11/26/09,-39.79,0
2009,330,1600,11/26/09,-39.52,0
2009,330,1700,11/26/09,-39.35,0
2009,330,1800,11/26/09,-39.11,0
2009,330,1900,11/26/09,-38.79,0
2009,330,2000,11/26/09,-38.35,0
2009,330,2100,11/26/09,-38.33,0
2009,330,2200,11/26/09,-38.36,0
2009,330,2300,11/26/09,-38.41,0
2009,330,2400,11/26/09,-38.38,0
2009,331,100,11/27/09,-38.57,0
2009,331,200,11/27/09,-38.69,0
2009,331,300,11/27/09,-38.86,0
2009,331,400,11/27/09,-38.81,0
2009,331,500,11/27/09,-38.67,0
2009,331,600,11/27/09,-37.46,0
2009,331,700,11/27/09,-37.12,0
2009,331,800,11/27/09,-38.98,0
2009,331,900,11/27/09,-38.62,0
2009,331,1000,11/27/09,-38.81,0
2009,331,1100,11/27/09,-38.93,0
2009,331,1200,11/27/09,-38.86,0
2009,331,1300,11/27/09,-38.74,0
2009,331,1400,11/27/09,-38.65,0
2009,331,1500,11/27/09,-38.53,0
2009,331,1600,11/27/09,-38.45,0
2009,331,1700,11/27/09,-38.33,0
2009,331,1800,11/27/09,-38.35,0
2009,331,1900,11/27/09,-38.31,0
2009,331,2000,11/27/09,-38.35,0
2009,331,2100,11/27/09,-38.41,0
2009,331,2200,11/27/09,-38.48,0
2009,331,2300,11/27/09,-38.35,0
2009,331,2400,11/27/09,-38.24,0
2009,332,100,11/28/09,-38.28,0
2009,332,200,11/28/09,-38.24,0
2009,332,300,11/28/09,-37.15,0
2009,332,400,11/28/09,-37.82,0
2009,332,500,11/28/09,-38.06,0
2009,332,600,11/28/09,-38.84,0
2009,332,700,11/28/09,-38.7,0
2009,332,800,11/28/09,-37.13,0
2009,332,900,11/28/09,-39.17,0
2009,332,1000,11/28/09,-39.59,0
2009,332,1100,11/28/09,-39.3,0
2009,332,1200,11/28/09,-36.94,0
2009,332,1300,11/28/09,-38.95,0
2009,332,1400,11/28/09,-39.2,0
2009,332,1500,11/28/09,-36.31,0
2009,332,1600,11/28/09,-39.07,0
2009,332,1700,11/28/09,-38.22,0
2009,332,1800,11/28/09,-38.41,0
2009,332,1900,11/28/09,-39.27,0
2009,332,2000,11/28/09,-39.56,0
2009,332,2100,11/28/09,-39.74,0
2009,332,2200,11/28/09,-39.85,0
2009,332,2300,11/28/09,-40.02,0
2009,332,2400,11/28/09,-40.17,0
2009,333,100,11/29/09,-40.36,0
2009,333,200,11/29/09,-40.31,0
2009,333,300,11/29/09,-40.17,0
2009,333,400,11/29/09,-40.19,0
2009,333,500,11/29/09,-40.31,0
2009,333,600,11/29/09,-40.29,0
2009,333,700,11/29/09,-40.32,0
2009,333,800,11/29/09,-40.44,0
2009,333,900,11/29/09,-40.43,0
2009,333,1000,11/29/09,-40.46,0
2009,333,1100,11/29/09,-40.38,0
2009,333,1200,11/29/09,-40.39,0
2009,333,1300,11/29/09,-40.36,0
2009,333,1400,11/29/09,-40.34,0
2009,333,1500,11/29/09,-40.44,0
2009,333,1600,11/29/09,-40.53,0
2009,333,1700,11/29/09,-40.5,0
2009,333,1800,11/29/09,-40.63,0
2009,333,1900,11/29/09,-40.68,0
2009,333,2000,11/29/09,-40.73,0
2009,333,2100,11/29/09,-40.85,0
2009,333,2200,11/29/09,-40.73,0
2009,333,2300,11/29/09,-40.68,0
2009,333,2400,11/29/09,-40.68,0
2009,334,100,11/30/09,-40.63,0
2009,334,200,11/30/09,-40.67,0
2009,334,300,11/30/09,-40.63,0
2009,334,400,11/30/09,-40.56,0
2009,334,500,11/30/09,-40.44,0
2009,334,600,11/30/09,-40.46,0
2009,334,700,11/30/09,-40.53,0
2009,334,800,11/30/09,-40.5,0
2009,334,900,11/30/09,-40.38,0
2009,334,1000,11/30/09,-40.24,0
2009,334,1100,11/30/09,-40.2,0
2009,334,1200,11/30/09,-40.15,0
2009,334,1300,11/30/09,-39.93,0
2009,334,1400,11/30/09,-39.81,0
2009,334,1500,11/30/09,-39.8,0
2009,334,1600,11/30/09,-39.74,0
2009,334,1700,11/30/09,-39.16,0
2009,334,1800,11/30/09,-39.8,0
2009,334,1900,11/30/09,-39.86,0
2009,334,2000,11/30/09,-39.74,0
2009,334,2100,11/30/09,-39.73,0
2009,334,2200,11/30/09,-39.62,0
2009,334,2300,11/30/09,-39.39,0
2009,334,2400,11/30/09,-39.27,0
2009,335,100,12/1/09,-39.61,0
2009,335,200,12/1/09,-39.42,0
2009,335,300,12/1/09,-39.32,0
2009,335,400,12/1/09,-39.22,0
2009,335,500,12/1/09,-38.92,0
2009,335,600,12/1/09,-38.12,0
2009,335,700,12/1/09,-38.4,0
2009,335,800,12/1/09,-37.7,0
2009,335,900,12/1/09,-42.64,0
2009,335,1000,12/1/09,-36.32,0
2009,335,1100,12/1/09,-45.03,0
2009,335,1200,12/1/09,-30.45,0
2009,335,1300,12/1/09,-29.51,0
2009,335,1400,12/1/09,-31.26,0
2009,335,1500,12/1/09,-30.96,0
2009,335,1600,12/1/09,122.3,0
2009,335,1700,12/1/09,-12.41,0
2009,335,1800,12/1/09,-40.04,0
2009,335,1900,12/1/09,-25.65,0
2009,335,2000,12/1/09,-28.74,0
2009,335,2100,12/1/09,-28.32,0
2009,335,2200,12/1/09,-30.95,0
2009,335,2300,12/1/09,-34.12,0
2009,335,2400,12/1/09,-35.64,0
2009,336,100,12/2/09,-35.96,0
2009,336,200,12/2/09,-36.49,0
2009,336,300,12/2/09,-36.71,0
2009,336,400,12/2/09,-37.03,0
2009,336,500,12/2/09,-37.39,0
2009,336,600,12/2/09,-37.48,0
2009,336,700,12/2/09,-37.53,0
2009,336,800,12/2/09,-37.65,0
2009,336,900,12/2/09,-37.63,0
2009,336,1000,12/2/09,-38.23,0
2009,336,1100,12/2/09,-37.46,0
2009,336,1200,12/2/09,-37.24,0
2009,336,1300,12/2/09,-37.27,0
2009,336,1400,12/2/09,-37.22,0
2009,336,1500,12/2/09,-37,0
2009,336,1600,12/2/09,-36.93,0
2009,336,1700,12/2/09,-36.93,0
2009,336,1800,12/2/09,-37.09,0
2009,336,1900,12/2/09,-36.98,0
2009,336,2000,12/2/09,-36.62,0
2009,336,2100,12/2/09,-37.7,0
2009,336,2200,12/2/09,-37.83,0
2009,336,2300,12/2/09,-36.26,0
2009,336,2400,12/2/09,-35.72,0
2009,337,100,12/3/09,-38.11,0
2009,337,200,12/3/09,-37.99,0
2009,337,300,12/3/09,-40.19,0
2009,337,400,12/3/09,-42.51,0
2009,337,500,12/3/09,-41.57,0
2009,337,600,12/3/09,-44.27,0
2009,337,700,12/3/09,-43.68,0
2009,337,800,12/3/09,-40.6,0
2009,337,900,12/3/09,-32.91,0
2009,337,1000,12/3/09,-37.06,0
2009,337,1100,12/3/09,-40.1,0
2009,337,1200,12/3/09,-40.51,0
2009,337,1300,12/3/09,-40.55,0
2009,337,1400,12/3/09,-39.62,0
2009,337,1500,12/3/09,-39.73,0
2009,337,1600,12/3/09,-39.91,0
2009,337,1700,12/3/09,-39.42,0
2009,337,1800,12/3/09,-39.66,0
2009,337,1900,12/3/09,-39.95,0
2009,337,2000,12/3/09,-40,0
2009,337,2100,12/3/09,-40.26,0
2009,337,2200,12/3/09,-40.75,0
2009,337,2300,12/3/09,-40.48,0
2009,337,2400,12/3/09,-40.29,0
2009,338,100,12/4/09,-40.32,0
2009,338,200,12/4/09,-40.34,0
2009,338,300,12/4/09,-40.19,0
2009,338,400,12/4/09,-40.6,0
2009,338,500,12/4/09,-41.16,0
2009,338,600,12/4/09,-41.5,0
2009,338,700,12/4/09,-41.26,0
2009,338,800,12/4/09,-40.44,0
2009,338,900,12/4/09,-36.46,0
2009,338,1000,12/4/09,-41.69,0
2009,338,1100,12/4/09,-42.85,0
2009,338,1200,12/4/09,-42.43,0
2009,338,1300,12/4/09,-42.03,0
2009,338,1400,12/4/09,-41.91,0
2009,338,1500,12/4/09,-41.97,0
2009,338,1600,12/4/09,-41.93,0
2009,338,1700,12/4/09,-41.97,0
2009,338,1800,12/4/09,-41.78,0
2009,338,1900,12/4/09,-41.5,0
2009,338,2000,12/4/09,-41.44,0
2009,338,2100,12/4/09,-41.38,0
2009,338,2200,12/4/09,-41.06,0
2009,338,2300,12/4/09,-40.8,0
2009,338,2400,12/4/09,-40.49,0
2009,339,100,12/5/09,-40.46,0
2009,339,200,12/5/09,-39.86,0
2009,339,300,12/5/09,-39.92,0
2009,339,400,12/5/09,-39.64,0
2009,339,500,12/5/09,-39.52,0
2009,339,600,12/5/09,-39.52,0
2009,339,700,12/5/09,-39.42,0
2009,339,800,12/5/09,-39.18,0
2009,339,900,12/5/09,-38.75,0
2009,339,1000,12/5/09,-38.48,0
2009,339,1100,12/5/09,-38.43,0
2009,339,1200,12/5/09,-38.23,0
2009,339,1300,12/5/09,-37.7,0
2009,339,1400,12/5/09,-37.34,0
2009,339,1500,12/5/09,-37.17,0
2009,339,1600,12/5/09,-36.98,0
2009,339,1700,12/5/09,-36.68,0
2009,339,1800,12/5/09,-36.49,0
2009,339,1900,12/5/09,-51.46,0
2009,339,2000,12/5/09,-40.5,0
2009,339,2100,12/5/09,-35.69,0
2009,339,2200,12/5/09,-35.79,0
2009,339,2300,12/5/09,-35.57,0
2009,339,2400,12/5/09,-35.56,0
2009,340,100,12/6/09,-35.52,0
2009,340,200,12/6/09,-35.51,0
2009,340,300,12/6/09,-35.51,0
2009,340,400,12/6/09,-35.51,0
2009,340,500,12/6/09,-35.4,0
2009,340,600,12/6/09,-35.37,0
2009,340,700,12/6/09,-35.27,0
2009,340,800,12/6/09,-35.69,0
2009,340,900,12/6/09,-35.79,0
2009,340,1000,12/6/09,-35.83,0
2009,340,1100,12/6/09,-36,0
2009,340,1200,12/6/09,-36.25,0
2009,340,1300,12/6/09,-37.14,0
2009,340,1400,12/6/09,-38.18,0
2009,340,1500,12/6/09,-49.85,0
2009,340,1600,12/6/09,-43.75,0
2009,340,1700,12/6/09,-36.28,0
2009,340,1800,12/6/09,-27.1,0
2009,340,1900,12/6/09,-30.47,0
2009,340,2000,12/6/09,-34.84,0
2009,340,2100,12/6/09,-36.2,0
2009,340,2200,12/6/09,-36.64,0
2009,340,2300,12/6/09,-36.78,0
2009,340,2400,12/6/09,-36.95,0
2009,341,100,12/7/09,-37.05,0
2009,341,200,12/7/09,-37.22,0
2009,341,300,12/7/09,-37.22,0
2009,341,400,12/7/09,-37.26,0
2009,341,500,12/7/09,-37.43,0
2009,341,600,12/7/09,-37.32,0
2009,341,700,12/7/09,-37.32,0
2009,341,800,12/7/09,-37.39,0
2009,341,900,12/7/09,-37.31,0
2009,341,1000,12/7/09,-37.27,0
2009,341,1100,12/7/09,-37.12,0
2009,341,1200,12/7/09,-37.02,0
2009,341,1300,12/7/09,-36.85,0
2009,341,1400,12/7/09,-36.69,0
2009,341,1500,12/7/09,-36.66,0
2009,341,1600,12/7/09,-36.46,0
2009,341,1700,12/7/09,-36.29,0
2009,341,1800,12/7/09,-36.25,0
2009,341,1900,12/7/09,-36.1,0
2009,341,2000,12/7/09,-35.84,0
2009,341,2100,12/7/09,-35.62,0
2009,341,2200,12/7/09,-35.37,0
2009,341,2300,12/7/09,-35.25,0
